Park	State	Area	Year	Month	Recreation Visitors	Total Visitors
Zion NP	Utah	147 sq. miles	2010	Sep	319838	2665972
Zion NP	Utah	147 sq. miles	2010	Oct	236316	2665972
Zion NP	Utah	147 sq. miles	2010	Nov	143272	2665972
Zion NP	Utah	147 sq. miles	2010	Dec	69701	2665972
Zion NP	Utah	147 sq. miles	2011	Jan	64524	2825505
Zion NP	Utah	147 sq. miles	2011	Feb	67801	2825505
Zion NP	Utah	147 sq. miles	2011	Mar	164037	2825505
Zion NP	Utah	147 sq. miles	2011	Apr	255813	2825505
Zion NP	Utah	147 sq. miles	2011	May	325089	2825505
Zion NP	Utah	147 sq. miles	2011	Jun	376453	2825505
Zion NP	Utah	147 sq. miles	2011	Jul	391144	2825505
Zion NP	Utah	147 sq. miles	2011	Aug	360196	2825505
Zion NP	Utah	147 sq. miles	2011	Sep	324727	2825505
Zion NP	Utah	147 sq. miles	2011	Oct	273876	2825505
Zion NP	Utah	147 sq. miles	2011	Nov	145158	2825505
Zion NP	Utah	147 sq. miles	2011	Dec	76687	2825505
Zion NP	Utah	147 sq. miles	2012	Jan	68202	2973607
Zion NP	Utah	147 sq. miles	2012	Feb	74382	2973607
Zion NP	Utah	147 sq. miles	2012	Mar	165242	2973607
Zion NP	Utah	147 sq. miles	2012	Apr	352192	2973607
Zion NP	Utah	147 sq. miles	2012	May	343488	2973607
Zion NP	Utah	147 sq. miles	2012	Jun	370280	2973607
Zion NP	Utah	147 sq. miles	2012	Jul	392359	2973607
Zion NP	Utah	147 sq. miles	2012	Aug	364857	2973607
Zion NP	Utah	147 sq. miles	2012	Sep	355140	2973607
Zion NP	Utah	147 sq. miles	2012	Oct	276134	2973607
Zion NP	Utah	147 sq. miles	2012	Nov	140350	2973607
Zion NP	Utah	147 sq. miles	2012	Dec	70981	2973607
Zion NP	Utah	147 sq. miles	2013	Jan	56972	2807387
Zion NP	Utah	147 sq. miles	2013	Feb	64994	2807387
Zion NP	Utah	147 sq. miles	2013	Mar	227899	2807387
Zion NP	Utah	147 sq. miles	2013	Apr	292765	2807387
Zion NP	Utah	147 sq. miles	2013	May	313594	2807387
Zion NP	Utah	147 sq. miles	2013	Jun	367217	2807387
Zion NP	Utah	147 sq. miles	2013	Jul	379129	2807387
Zion NP	Utah	147 sq. miles	2013	Aug	345014	2807387
Zion NP	Utah	147 sq. miles	2013	Sep	339593	2807387
Zion NP	Utah	147 sq. miles	2013	Oct	203056	2807387
Zion NP	Utah	147 sq. miles	2013	Nov	141251	2807387
Zion NP	Utah	147 sq. miles	2013	Dec	75903	2807387
Zion NP	Utah	147 sq. miles	2014	Jan	70862	3189696
Zion NP	Utah	147 sq. miles	2014	Feb	74625	3189696
Zion NP	Utah	147 sq. miles	2014	Mar	226424	3189696
Zion NP	Utah	147 sq. miles	2014	Apr	312381	3189696
Zion NP	Utah	147 sq. miles	2014	May	391969	3189696
Zion NP	Utah	147 sq. miles	2014	Jun	397753	3189696
Zion NP	Utah	147 sq. miles	2014	Jul	407153	3189696
Zion NP	Utah	147 sq. miles	2014	Aug	391973	3189696
Zion NP	Utah	147 sq. miles	2014	Sep	340855	3189696
Zion NP	Utah	147 sq. miles	2014	Oct	304108	3189696
Zion NP	Utah	147 sq. miles	2014	Nov	169607	3189696
Zion NP	Utah	147 sq. miles	2014	Dec	101986	3189696
