Park	State	Area	Year	Month	Recreation Visitors	Total Visitors
Glacier NP	Montana	1583 sq. miles	2010	Jan	10005	2200048
Glacier NP	Montana	1583 sq. miles	2010	Feb	10811	2200048
Glacier NP	Montana	1583 sq. miles	2010	Mar	14646	2200048
Glacier NP	Montana	1583 sq. miles	2010	Apr	24111	2200048
Glacier NP	Montana	1583 sq. miles	2010	May	106316	2200048
Glacier NP	Montana	1583 sq. miles	2010	Jun	337120	2200048
Glacier NP	Montana	1583 sq. miles	2010	Jul	673359	2200048
Glacier NP	Montana	1583 sq. miles	2010	Aug	632971	2200048
Glacier NP	Montana	1583 sq. miles	2010	Sep	300275	2200048
Glacier NP	Montana	1583 sq. miles	2010	Oct	66155	2200048
Glacier NP	Montana	1583 sq. miles	2010	Nov	13541	2200048
Glacier NP	Montana	1583 sq. miles	2010	Dec	10738	2200048
Glacier NP	Montana	1583 sq. miles	2011	Jan	10887	1853564
Glacier NP	Montana	1583 sq. miles	2011	Feb	10911	1853564
Glacier NP	Montana	1583 sq. miles	2011	Mar	12243	1853564
Glacier NP	Montana	1583 sq. miles	2011	Apr	15747	1853564
Glacier NP	Montana	1583 sq. miles	2011	May	92755	1853564
Glacier NP	Montana	1583 sq. miles	2011	Jun	266283	1853564
Glacier NP	Montana	1583 sq. miles	2011	Jul	512494	1853564
Glacier NP	Montana	1583 sq. miles	2011	Aug	532718	1853564
Glacier NP	Montana	1583 sq. miles	2011	Sep	320813	1853564
Glacier NP	Montana	1583 sq. miles	2011	Oct	54356	1853564
Glacier NP	Montana	1583 sq. miles	2011	Nov	13797	1853564
Glacier NP	Montana	1583 sq. miles	2011	Dec	10560	1853564
Glacier NP	Montana	1583 sq. miles	2012	Jan	10318	2162035
Glacier NP	Montana	1583 sq. miles	2012	Feb	10194	2162035
Glacier NP	Montana	1583 sq. miles	2012	Mar	12416	2162035
Glacier NP	Montana	1583 sq. miles	2012	Apr	32085	2162035
Glacier NP	Montana	1583 sq. miles	2012	May	112055	2162035
Glacier NP	Montana	1583 sq. miles	2012	Jun	313713	2162035
Glacier NP	Montana	1583 sq. miles	2012	Jul	630093	2162035
Glacier NP	Montana	1583 sq. miles	2012	Aug	604039	2162035
Glacier NP	Montana	1583 sq. miles	2012	Sep	356975	2162035
Glacier NP	Montana	1583 sq. miles	2012	Oct	54127	2162035
Glacier NP	Montana	1583 sq. miles	2012	Nov	16158	2162035
Glacier NP	Montana	1583 sq. miles	2012	Dec	9862	2162035
Glacier NP	Montana	1583 sq. miles	2013	Jan	10836	2190374
Glacier NP	Montana	1583 sq. miles	2013	Feb	11388	2190374
Glacier NP	Montana	1583 sq. miles	2013	Mar	15758	2190374
Glacier NP	Montana	1583 sq. miles	2013	Apr	20922	2190374
Glacier NP	Montana	1583 sq. miles	2013	May	108998	2190374
Glacier NP	Montana	1583 sq. miles	2013	Jun	343560	2190374
Glacier NP	Montana	1583 sq. miles	2013	Jul	645514	2190374
Glacier NP	Montana	1583 sq. miles	2013	Aug	626556	2190374
Glacier NP	Montana	1583 sq. miles	2013	Sep	355471	2190374
Glacier NP	Montana	1583 sq. miles	2013	Oct	25965	2190374
Glacier NP	Montana	1583 sq. miles	2013	Nov	14924	2190374
Glacier NP	Montana	1583 sq. miles	2013	Dec	10482	2190374
Glacier NP	Montana	1583 sq. miles	2014	Jan	12111	2338528
Glacier NP	Montana	1583 sq. miles	2014	Feb	10242	2338528
Glacier NP	Montana	1583 sq. miles	2014	Mar	13214	2338528
Glacier NP	Montana	1583 sq. miles	2014	Apr	28667	2338528
Glacier NP	Montana	1583 sq. miles	2014	May	112187	2338528
Glacier NP	Montana	1583 sq. miles	2014	Jun	334074	2338528
Glacier NP	Montana	1583 sq. miles	2014	Jul	699650	2338528
Glacier NP	Montana	1583 sq. miles	2014	Aug	675119	2338528
Glacier NP	Montana	1583 sq. miles	2014	Sep	353497	2338528
Glacier NP	Montana	1583 sq. miles	2014	Oct	72694	2338528
Glacier NP	Montana	1583 sq. miles	2014	Nov	15706	2338528
Glacier NP	Montana	1583 sq. miles	2014	Dec	11367	2338528
Grand Canyon NP	Arizona	1902 sq. miles	1995	Jan	124843	4557645
Grand Canyon NP	Arizona	1902 sq. miles	1995	Feb	158170	4557645
Grand Canyon NP	Arizona	1902 sq. miles	1995	Mar	286118	4557645
Grand Canyon NP	Arizona	1902 sq. miles	1995	Apr	371843	4557645
Grand Canyon NP	Arizona	1902 sq. miles	1995	May	464743	4557645
Grand Canyon NP	Arizona	1902 sq. miles	1995	Jun	665255	4557645
Grand Canyon NP	Arizona	1902 sq. miles	1995	Jul	678871	4557645
Grand Canyon NP	Arizona	1902 sq. miles	1995	Aug	678492	4557645
Grand Canyon NP	Arizona	1902 sq. miles	1995	Sep	439849	4557645
Grand Canyon NP	Arizona	1902 sq. miles	1995	Oct	381572	4557645
Grand Canyon NP	Arizona	1902 sq. miles	1995	Nov	166568	4557645
Grand Canyon NP	Arizona	1902 sq. miles	1995	Dec	141321	4557645
Grand Canyon NP	Arizona	1902 sq. miles	1996	Jan	147909	4537703
Grand Canyon NP	Arizona	1902 sq. miles	1996	Feb	171968	4537703
Grand Canyon NP	Arizona	1902 sq. miles	1996	Mar	302054	4537703
Grand Canyon NP	Arizona	1902 sq. miles	1996	Apr	364219	4537703
Grand Canyon NP	Arizona	1902 sq. miles	1996	May	477093	4537703
Grand Canyon NP	Arizona	1902 sq. miles	1996	Jun	577194	4537703
Grand Canyon NP	Arizona	1902 sq. miles	1996	Jul	691310	4537703
Grand Canyon NP	Arizona	1902 sq. miles	1996	Aug	580705	4537703
Grand Canyon NP	Arizona	1902 sq. miles	1996	Sep	499011	4537703
Grand Canyon NP	Arizona	1902 sq. miles	1996	Oct	387665	4537703
Grand Canyon NP	Arizona	1902 sq. miles	1996	Nov	188612	4537703
Grand Canyon NP	Arizona	1902 sq. miles	1996	Dec	149963	4537703
Grand Canyon NP	Arizona	1902 sq. miles	1997	Jan	133291	4791668
Grand Canyon NP	Arizona	1902 sq. miles	1997	Feb	174087	4791668
Grand Canyon NP	Arizona	1902 sq. miles	1997	Mar	347740	4791668
Grand Canyon NP	Arizona	1902 sq. miles	1997	Apr	324011	4791668
Grand Canyon NP	Arizona	1902 sq. miles	1997	May	465990	4791668
Grand Canyon NP	Arizona	1902 sq. miles	1997	Jun	540275	4791668
Grand Canyon NP	Arizona	1902 sq. miles	1997	Jul	730341	4791668
Grand Canyon NP	Arizona	1902 sq. miles	1997	Aug	591024	4791668
Grand Canyon NP	Arizona	1902 sq. miles	1997	Sep	599107	4791668
Grand Canyon NP	Arizona	1902 sq. miles	1997	Oct	444433	4791668
Grand Canyon NP	Arizona	1902 sq. miles	1997	Nov	251808	4791668
Grand Canyon NP	Arizona	1902 sq. miles	1997	Dec	189561	4791668
Grand Canyon NP	Arizona	1902 sq. miles	1998	Jan	133187	4239682
Grand Canyon NP	Arizona	1902 sq. miles	1998	Feb	135141	4239682
Grand Canyon NP	Arizona	1902 sq. miles	1998	Mar	248949	4239682
Grand Canyon NP	Arizona	1902 sq. miles	1998	Apr	401811	4239682
Grand Canyon NP	Arizona	1902 sq. miles	1998	May	444044	4239682
Grand Canyon NP	Arizona	1902 sq. miles	1998	Jun	532945	4239682
Grand Canyon NP	Arizona	1902 sq. miles	1998	Jul	586676	4239682
Grand Canyon NP	Arizona	1902 sq. miles	1998	Aug	600640	4239682
Grand Canyon NP	Arizona	1902 sq. miles	1998	Sep	421853	4239682
Grand Canyon NP	Arizona	1902 sq. miles	1998	Oct	375993	4239682
Grand Canyon NP	Arizona	1902 sq. miles	1998	Nov	209611	4239682
Grand Canyon NP	Arizona	1902 sq. miles	1998	Dec	148832	4239682
Grand Canyon NP	Arizona	1902 sq. miles	1999	Jan	154225	4575124
Grand Canyon NP	Arizona	1902 sq. miles	1999	Feb	168127	4575124
Grand Canyon NP	Arizona	1902 sq. miles	1999	Mar	367827	4575124
Grand Canyon NP	Arizona	1902 sq. miles	1999	Apr	345769	4575124
Grand Canyon NP	Arizona	1902 sq. miles	1999	May	456674	4575124
Grand Canyon NP	Arizona	1902 sq. miles	1999	Jun	564036	4575124
Grand Canyon NP	Arizona	1902 sq. miles	1999	Jul	655350	4575124
Grand Canyon NP	Arizona	1902 sq. miles	1999	Aug	608486	4575124
Grand Canyon NP	Arizona	1902 sq. miles	1999	Sep	491822	4575124
Grand Canyon NP	Arizona	1902 sq. miles	1999	Oct	378777	4575124
Grand Canyon NP	Arizona	1902 sq. miles	1999	Nov	206084	4575124
Grand Canyon NP	Arizona	1902 sq. miles	1999	Dec	177947	4575124
Grand Canyon NP	Arizona	1902 sq. miles	2000	Jan	153667	4460228
Grand Canyon NP	Arizona	1902 sq. miles	2000	Feb	159129	4460228
Grand Canyon NP	Arizona	1902 sq. miles	2000	Mar	310278	4460228
Grand Canyon NP	Arizona	1902 sq. miles	2000	Apr	392888	4460228
Grand Canyon NP	Arizona	1902 sq. miles	2000	May	459685	4460228
Grand Canyon NP	Arizona	1902 sq. miles	2000	Jun	528779	4460228
Grand Canyon NP	Arizona	1902 sq. miles	2000	Jul	624033	4460228
Grand Canyon NP	Arizona	1902 sq. miles	2000	Aug	590701	4460228
Grand Canyon NP	Arizona	1902 sq. miles	2000	Sep	474295	4460228
Grand Canyon NP	Arizona	1902 sq. miles	2000	Oct	368560	4460228
Grand Canyon NP	Arizona	1902 sq. miles	2000	Nov	205567	4460228
Grand Canyon NP	Arizona	1902 sq. miles	2000	Dec	192646	4460228
Grand Canyon NP	Arizona	1902 sq. miles	2001	Jan	152246	4104809
Grand Canyon NP	Arizona	1902 sq. miles	2001	Feb	133442	4104809
Grand Canyon NP	Arizona	1902 sq. miles	2001	Mar	304407	4104809
Grand Canyon NP	Arizona	1902 sq. miles	2001	Apr	363932	4104809
Grand Canyon NP	Arizona	1902 sq. miles	2001	May	446090	4104809
Grand Canyon NP	Arizona	1902 sq. miles	2001	Jun	517870	4104809
Grand Canyon NP	Arizona	1902 sq. miles	2001	Jul	620638	4104809
Grand Canyon NP	Arizona	1902 sq. miles	2001	Aug	565883	4104809
Grand Canyon NP	Arizona	1902 sq. miles	2001	Sep	348445	4104809
Grand Canyon NP	Arizona	1902 sq. miles	2001	Oct	287259	4104809
Grand Canyon NP	Arizona	1902 sq. miles	2001	Nov	192539	4104809
Grand Canyon NP	Arizona	1902 sq. miles	2001	Dec	172058	4104809
Grand Canyon NP	Arizona	1902 sq. miles	2002	Jan	141451	4001974
Grand Canyon NP	Arizona	1902 sq. miles	2002	Feb	147784	4001974
Grand Canyon NP	Arizona	1902 sq. miles	2002	Mar	295462	4001974
Grand Canyon NP	Arizona	1902 sq. miles	2002	Apr	331852	4001974
Grand Canyon NP	Arizona	1902 sq. miles	2002	May	408987	4001974
Grand Canyon NP	Arizona	1902 sq. miles	2002	Jun	502154	4001974
Grand Canyon NP	Arizona	1902 sq. miles	2002	Jul	568408	4001974
Grand Canyon NP	Arizona	1902 sq. miles	2002	Aug	520331	4001974
Grand Canyon NP	Arizona	1902 sq. miles	2002	Sep	368543	4001974
Grand Canyon NP	Arizona	1902 sq. miles	2002	Oct	324351	4001974
Grand Canyon NP	Arizona	1902 sq. miles	2002	Nov	217586	4001974
Grand Canyon NP	Arizona	1902 sq. miles	2002	Dec	175065	4001974
Grand Canyon NP	Arizona	1902 sq. miles	2003	Jan	156481	4124900
Grand Canyon NP	Arizona	1902 sq. miles	2003	Feb	148388	4124900
Grand Canyon NP	Arizona	1902 sq. miles	2003	Mar	274120	4124900
Grand Canyon NP	Arizona	1902 sq. miles	2003	Apr	340245	4124900
Grand Canyon NP	Arizona	1902 sq. miles	2003	May	398371	4124900
Grand Canyon NP	Arizona	1902 sq. miles	2003	Jun	536251	4124900
Grand Canyon NP	Arizona	1902 sq. miles	2003	Jul	603109	4124900
Grand Canyon NP	Arizona	1902 sq. miles	2003	Aug	550855	4124900
Grand Canyon NP	Arizona	1902 sq. miles	2003	Sep	377719	4124900
Grand Canyon NP	Arizona	1902 sq. miles	2003	Oct	335317	4124900
Grand Canyon NP	Arizona	1902 sq. miles	2003	Nov	220124	4124900
Grand Canyon NP	Arizona	1902 sq. miles	2003	Dec	183920	4124900
Grand Canyon NP	Arizona	1902 sq. miles	2004	Jan	150345	4326234
Grand Canyon NP	Arizona	1902 sq. miles	2004	Feb	148379	4326234
Grand Canyon NP	Arizona	1902 sq. miles	2004	Mar	313056	4326234
Grand Canyon NP	Arizona	1902 sq. miles	2004	Apr	409645	4326234
Grand Canyon NP	Arizona	1902 sq. miles	2004	May	444078	4326234
Grand Canyon NP	Arizona	1902 sq. miles	2004	Jun	529486	4326234
Grand Canyon NP	Arizona	1902 sq. miles	2004	Jul	625584	4326234
Grand Canyon NP	Arizona	1902 sq. miles	2004	Aug	549643	4326234
Grand Canyon NP	Arizona	1902 sq. miles	2004	Sep	425037	4326234
Grand Canyon NP	Arizona	1902 sq. miles	2004	Oct	333874	4326234
Grand Canyon NP	Arizona	1902 sq. miles	2004	Nov	219953	4326234
Grand Canyon NP	Arizona	1902 sq. miles	2004	Dec	177154	4326234
Grand Canyon NP	Arizona	1902 sq. miles	2005	Jan	132660	4401522
Grand Canyon NP	Arizona	1902 sq. miles	2005	Feb	151719	4401522
Grand Canyon NP	Arizona	1902 sq. miles	2005	Mar	356357	4401522
Grand Canyon NP	Arizona	1902 sq. miles	2005	Apr	380473	4401522
Grand Canyon NP	Arizona	1902 sq. miles	2005	May	444253	4401522
Grand Canyon NP	Arizona	1902 sq. miles	2005	Jun	594410	4401522
Grand Canyon NP	Arizona	1902 sq. miles	2005	Jul	611813	4401522
Grand Canyon NP	Arizona	1902 sq. miles	2005	Aug	572431	4401522
Grand Canyon NP	Arizona	1902 sq. miles	2005	Sep	392835	4401522
Grand Canyon NP	Arizona	1902 sq. miles	2005	Oct	335518	4401522
Grand Canyon NP	Arizona	1902 sq. miles	2005	Nov	230597	4401522
Grand Canyon NP	Arizona	1902 sq. miles	2005	Dec	198456	4401522
Grand Canyon NP	Arizona	1902 sq. miles	2006	Jan	163222	4279439
Grand Canyon NP	Arizona	1902 sq. miles	2006	Feb	178982	4279439
Grand Canyon NP	Arizona	1902 sq. miles	2006	Mar	296498	4279439
Grand Canyon NP	Arizona	1902 sq. miles	2006	Apr	419253	4279439
Grand Canyon NP	Arizona	1902 sq. miles	2006	May	451576	4279439
Grand Canyon NP	Arizona	1902 sq. miles	2006	Jun	509456	4279439
Grand Canyon NP	Arizona	1902 sq. miles	2006	Jul	578208	4279439
Grand Canyon NP	Arizona	1902 sq. miles	2006	Aug	507951	4279439
Grand Canyon NP	Arizona	1902 sq. miles	2006	Sep	399117	4279439
Grand Canyon NP	Arizona	1902 sq. miles	2006	Oct	352556	4279439
Grand Canyon NP	Arizona	1902 sq. miles	2006	Nov	239306	4279439
Grand Canyon NP	Arizona	1902 sq. miles	2006	Dec	183314	4279439
Grand Canyon NP	Arizona	1902 sq. miles	2007	Jan	139636	4413668
Grand Canyon NP	Arizona	1902 sq. miles	2007	Feb	155049	4413668
Grand Canyon NP	Arizona	1902 sq. miles	2007	Mar	332226	4413668
Grand Canyon NP	Arizona	1902 sq. miles	2007	Apr	431874	4413668
Grand Canyon NP	Arizona	1902 sq. miles	2007	May	443773	4413668
Grand Canyon NP	Arizona	1902 sq. miles	2007	Jun	515106	4413668
Grand Canyon NP	Arizona	1902 sq. miles	2007	Jul	604185	4413668
Grand Canyon NP	Arizona	1902 sq. miles	2007	Aug	580670	4413668
Grand Canyon NP	Arizona	1902 sq. miles	2007	Sep	424493	4413668
Grand Canyon NP	Arizona	1902 sq. miles	2007	Oct	362602	4413668
Grand Canyon NP	Arizona	1902 sq. miles	2007	Nov	235217	4413668
Grand Canyon NP	Arizona	1902 sq. miles	2007	Dec	188837	4413668
Grand Canyon NP	Arizona	1902 sq. miles	2008	Jan	123600	4425314
Grand Canyon NP	Arizona	1902 sq. miles	2008	Feb	146730	4425314
Grand Canyon NP	Arizona	1902 sq. miles	2008	Mar	358409	4425314
Grand Canyon NP	Arizona	1902 sq. miles	2008	Apr	377542	4425314
Grand Canyon NP	Arizona	1902 sq. miles	2008	May	453651	4425314
Grand Canyon NP	Arizona	1902 sq. miles	2008	Jun	530291	4425314
Grand Canyon NP	Arizona	1902 sq. miles	2008	Jul	644915	4425314
Grand Canyon NP	Arizona	1902 sq. miles	2008	Aug	633985	4425314
Grand Canyon NP	Arizona	1902 sq. miles	2008	Sep	433030	4425314
Grand Canyon NP	Arizona	1902 sq. miles	2008	Oct	359396	4425314
Grand Canyon NP	Arizona	1902 sq. miles	2008	Nov	209843	4425314
Grand Canyon NP	Arizona	1902 sq. miles	2008	Dec	153922	4425314
Grand Canyon NP	Arizona	1902 sq. miles	2009	Jan	135463	4348068
Grand Canyon NP	Arizona	1902 sq. miles	2009	Feb	132865	4348068
Grand Canyon NP	Arizona	1902 sq. miles	2009	Mar	310717	4348068
Grand Canyon NP	Arizona	1902 sq. miles	2009	Apr	393469	4348068
Grand Canyon NP	Arizona	1902 sq. miles	2009	May	432940	4348068
Grand Canyon NP	Arizona	1902 sq. miles	2009	Jun	529833	4348068
Grand Canyon NP	Arizona	1902 sq. miles	2009	Jul	658993	4348068
Grand Canyon NP	Arizona	1902 sq. miles	2009	Aug	600442	4348068
Grand Canyon NP	Arizona	1902 sq. miles	2009	Sep	425737	4348068
Grand Canyon NP	Arizona	1902 sq. miles	2009	Oct	352207	4348068
Grand Canyon NP	Arizona	1902 sq. miles	2009	Nov	214355	4348068
Grand Canyon NP	Arizona	1902 sq. miles	2009	Dec	161047	4348068
Grand Canyon NP	Arizona	1902 sq. miles	2010	Jan	120409	4388386
Grand Canyon NP	Arizona	1902 sq. miles	2010	Feb	124573	4388386
Grand Canyon NP	Arizona	1902 sq. miles	2010	Mar	312903	4388386
Grand Canyon NP	Arizona	1902 sq. miles	2010	Apr	375136	4388386
Grand Canyon NP	Arizona	1902 sq. miles	2010	May	399037	4388386
Grand Canyon NP	Arizona	1902 sq. miles	2010	Jun	555941	4388386
Grand Canyon NP	Arizona	1902 sq. miles	2010	Jul	647636	4388386
Grand Canyon NP	Arizona	1902 sq. miles	2010	Aug	629167	4388386
Grand Canyon NP	Arizona	1902 sq. miles	2010	Sep	477863	4388386
Grand Canyon NP	Arizona	1902 sq. miles	2010	Oct	359758	4388386
Grand Canyon NP	Arizona	1902 sq. miles	2010	Nov	219474	4388386
Grand Canyon NP	Arizona	1902 sq. miles	2010	Dec	166489	4388386
Grand Canyon NP	Arizona	1902 sq. miles	2011	Jan	139029	4298178
Grand Canyon NP	Arizona	1902 sq. miles	2011	Feb	120726	4298178
Grand Canyon NP	Arizona	1902 sq. miles	2011	Mar	304583	4298178
Grand Canyon NP	Arizona	1902 sq. miles	2011	Apr	388363	4298178
Grand Canyon NP	Arizona	1902 sq. miles	2011	May	419569	4298178
Grand Canyon NP	Arizona	1902 sq. miles	2011	Jun	544089	4298178
Grand Canyon NP	Arizona	1902 sq. miles	2011	Jul	654871	4298178
Grand Canyon NP	Arizona	1902 sq. miles	2011	Aug	595265	4298178
Grand Canyon NP	Arizona	1902 sq. miles	2011	Sep	410636	4298178
Grand Canyon NP	Arizona	1902 sq. miles	2011	Oct	348203	4298178
Grand Canyon NP	Arizona	1902 sq. miles	2011	Nov	201809	4298178
Grand Canyon NP	Arizona	1902 sq. miles	2011	Dec	171035	4298178
Grand Canyon NP	Arizona	1902 sq. miles	2012	Jan	141357	4421352
Grand Canyon NP	Arizona	1902 sq. miles	2012	Feb	141305	4421352
Grand Canyon NP	Arizona	1902 sq. miles	2012	Mar	291120	4421352
Grand Canyon NP	Arizona	1902 sq. miles	2012	Apr	389777	4421352
Grand Canyon NP	Arizona	1902 sq. miles	2012	May	416363	4421352
Grand Canyon NP	Arizona	1902 sq. miles	2012	Jun	549688	4421352
Grand Canyon NP	Arizona	1902 sq. miles	2012	Jul	647953	4421352
Grand Canyon NP	Arizona	1902 sq. miles	2012	Aug	610680	4421352
Grand Canyon NP	Arizona	1902 sq. miles	2012	Sep	448925	4421352
Grand Canyon NP	Arizona	1902 sq. miles	2012	Oct	376225	4421352
Grand Canyon NP	Arizona	1902 sq. miles	2012	Nov	221927	4421352
Grand Canyon NP	Arizona	1902 sq. miles	2012	Dec	186032	4421352
Grand Canyon NP	Arizona	1902 sq. miles	2013	Jan	143405	4564840
Grand Canyon NP	Arizona	1902 sq. miles	2013	Feb	145356	4564840
Grand Canyon NP	Arizona	1902 sq. miles	2013	Mar	359799	4564840
Grand Canyon NP	Arizona	1902 sq. miles	2013	Apr	375899	4564840
Grand Canyon NP	Arizona	1902 sq. miles	2013	May	468178	4564840
Grand Canyon NP	Arizona	1902 sq. miles	2013	Jun	613479	4564840
Grand Canyon NP	Arizona	1902 sq. miles	2013	Jul	728543	4564840
Grand Canyon NP	Arizona	1902 sq. miles	2013	Aug	633026	4564840
Grand Canyon NP	Arizona	1902 sq. miles	2013	Sep	465665	4564840
Grand Canyon NP	Arizona	1902 sq. miles	2013	Oct	197742	4564840
Grand Canyon NP	Arizona	1902 sq. miles	2013	Nov	217733	4564840
Grand Canyon NP	Arizona	1902 sq. miles	2013	Dec	216015	4564840
Grand Canyon NP	Arizona	1902 sq. miles	2014	Jan	173458	4756771
Grand Canyon NP	Arizona	1902 sq. miles	2014	Feb	176364	4756771
Grand Canyon NP	Arizona	1902 sq. miles	2014	Mar	353920	4756771
Grand Canyon NP	Arizona	1902 sq. miles	2014	Apr	320348	4756771
Grand Canyon NP	Arizona	1902 sq. miles	2014	May	463713	4756771
Grand Canyon NP	Arizona	1902 sq. miles	2014	Jun	563375	4756771
Grand Canyon NP	Arizona	1902 sq. miles	2014	Jul	621953	4756771
Grand Canyon NP	Arizona	1902 sq. miles	2014	Aug	671027	4756771
Grand Canyon NP	Arizona	1902 sq. miles	2014	Sep	488359	4756771
Grand Canyon NP	Arizona	1902 sq. miles	2014	Oct	410933	4756771
Grand Canyon NP	Arizona	1902 sq. miles	2014	Nov	256705	4756771
Grand Canyon NP	Arizona	1902 sq. miles	2014	Dec	256616	4756771
Grand Teton NP	Wyoming	480 sq. miles	1995	Jan	35760	2731015
Grand Teton NP	Wyoming	480 sq. miles	1995	Feb	43571	2731015
Grand Teton NP	Wyoming	480 sq. miles	1995	Mar	39922	2731015
Grand Teton NP	Wyoming	480 sq. miles	1995	Apr	48571	2731015
Grand Teton NP	Wyoming	480 sq. miles	1995	May	168819	2731015
Grand Teton NP	Wyoming	480 sq. miles	1995	Jun	445606	2731015
Grand Teton NP	Wyoming	480 sq. miles	1995	Jul	717919	2731015
Grand Teton NP	Wyoming	480 sq. miles	1995	Aug	615932	2731015
Grand Teton NP	Wyoming	480 sq. miles	1995	Sep	400346	2731015
Grand Teton NP	Wyoming	480 sq. miles	1995	Oct	139670	2731015
Grand Teton NP	Wyoming	480 sq. miles	1995	Nov	43978	2731015
Grand Teton NP	Wyoming	480 sq. miles	1995	Dec	30921	2731015
Grand Teton NP	Wyoming	480 sq. miles	1996	Jan	35023	2733439
Grand Teton NP	Wyoming	480 sq. miles	1996	Feb	42816	2733439
Grand Teton NP	Wyoming	480 sq. miles	1996	Mar	58360	2733439
Grand Teton NP	Wyoming	480 sq. miles	1996	Apr	43897	2733439
Grand Teton NP	Wyoming	480 sq. miles	1996	May	161679	2733439
Grand Teton NP	Wyoming	480 sq. miles	1996	Jun	481622	2733439
Grand Teton NP	Wyoming	480 sq. miles	1996	Jul	669906	2733439
Grand Teton NP	Wyoming	480 sq. miles	1996	Aug	619839	2733439
Grand Teton NP	Wyoming	480 sq. miles	1996	Sep	398302	2733439
Grand Teton NP	Wyoming	480 sq. miles	1996	Oct	133597	2733439
Grand Teton NP	Wyoming	480 sq. miles	1996	Nov	51717	2733439
Grand Teton NP	Wyoming	480 sq. miles	1996	Dec	36681	2733439
Grand Teton NP	Wyoming	480 sq. miles	1997	Jan	37291	2658762
Grand Teton NP	Wyoming	480 sq. miles	1997	Feb	40998	2658762
Grand Teton NP	Wyoming	480 sq. miles	1997	Mar	47657	2658762
Grand Teton NP	Wyoming	480 sq. miles	1997	Apr	41501	2658762
Grand Teton NP	Wyoming	480 sq. miles	1997	May	157661	2658762
Grand Teton NP	Wyoming	480 sq. miles	1997	Jun	441755	2658762
Grand Teton NP	Wyoming	480 sq. miles	1997	Jul	644524	2658762
Grand Teton NP	Wyoming	480 sq. miles	1997	Aug	638490	2658762
Grand Teton NP	Wyoming	480 sq. miles	1997	Sep	382007	2658762
Grand Teton NP	Wyoming	480 sq. miles	1997	Oct	131589	2658762
Grand Teton NP	Wyoming	480 sq. miles	1997	Nov	45908	2658762
Grand Teton NP	Wyoming	480 sq. miles	1997	Dec	49381	2658762
Grand Teton NP	Wyoming	480 sq. miles	1998	Jan	37773	2757060
Grand Teton NP	Wyoming	480 sq. miles	1998	Feb	44298	2757060
Grand Teton NP	Wyoming	480 sq. miles	1998	Mar	45149	2757060
Grand Teton NP	Wyoming	480 sq. miles	1998	Apr	47384	2757060
Grand Teton NP	Wyoming	480 sq. miles	1998	May	199320	2757060
Grand Teton NP	Wyoming	480 sq. miles	1998	Jun	460412	2757060
Grand Teton NP	Wyoming	480 sq. miles	1998	Jul	648641	2757060
Grand Teton NP	Wyoming	480 sq. miles	1998	Aug	636959	2757060
Grand Teton NP	Wyoming	480 sq. miles	1998	Sep	398202	2757060
Grand Teton NP	Wyoming	480 sq. miles	1998	Oct	137766	2757060
Grand Teton NP	Wyoming	480 sq. miles	1998	Nov	53282	2757060
Grand Teton NP	Wyoming	480 sq. miles	1998	Dec	47874	2757060
Grand Teton NP	Wyoming	480 sq. miles	1999	Jan	42914	2680025
Grand Teton NP	Wyoming	480 sq. miles	1999	Feb	39694	2680025
Grand Teton NP	Wyoming	480 sq. miles	1999	Mar	49885	2680025
Grand Teton NP	Wyoming	480 sq. miles	1999	Apr	42384	2680025
Grand Teton NP	Wyoming	480 sq. miles	1999	May	159492	2680025
Grand Teton NP	Wyoming	480 sq. miles	1999	Jun	416156	2680025
Grand Teton NP	Wyoming	480 sq. miles	1999	Jul	661051	2680025
Grand Teton NP	Wyoming	480 sq. miles	1999	Aug	610687	2680025
Grand Teton NP	Wyoming	480 sq. miles	1999	Sep	392841	2680025
Grand Teton NP	Wyoming	480 sq. miles	1999	Oct	139183	2680025
Grand Teton NP	Wyoming	480 sq. miles	1999	Nov	63873	2680025
Grand Teton NP	Wyoming	480 sq. miles	1999	Dec	61865	2680025
Grand Teton NP	Wyoming	480 sq. miles	2000	Jan	56329	2590624
Grand Teton NP	Wyoming	480 sq. miles	2000	Feb	55986	2590624
Grand Teton NP	Wyoming	480 sq. miles	2000	Mar	49764	2590624
Grand Teton NP	Wyoming	480 sq. miles	2000	Apr	51355	2590624
Grand Teton NP	Wyoming	480 sq. miles	2000	May	170039	2590624
Grand Teton NP	Wyoming	480 sq. miles	2000	Jun	501849	2590624
Grand Teton NP	Wyoming	480 sq. miles	2000	Jul	632865	2590624
Grand Teton NP	Wyoming	480 sq. miles	2000	Aug	510035	2590624
Grand Teton NP	Wyoming	480 sq. miles	2000	Sep	329923	2590624
Grand Teton NP	Wyoming	480 sq. miles	2000	Oct	132501	2590624
Grand Teton NP	Wyoming	480 sq. miles	2000	Nov	58504	2590624
Grand Teton NP	Wyoming	480 sq. miles	2000	Dec	41474	2590624
Grand Teton NP	Wyoming	480 sq. miles	2001	Jan	55717	2535108
Grand Teton NP	Wyoming	480 sq. miles	2001	Feb	55052	2535108
Grand Teton NP	Wyoming	480 sq. miles	2001	Mar	59457	2535108
Grand Teton NP	Wyoming	480 sq. miles	2001	Apr	53784	2535108
Grand Teton NP	Wyoming	480 sq. miles	2001	May	181257	2535108
